代碼,問卷,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
SC189Q06JA,學校問卷,SC189,,,,Do the following statements apply in your school?,,Teachers are asked to evaluate students' <social and emotional skills> as a part of their grading.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC189Q07DA,學校問卷,SC189,,,,Do the following statements apply in your school?,,"The school has a policy on how to use <digital devices> in science instruction (e.g. amount of computer use in science lessons, use of specific scientific computer programs).",Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC189Q08DA,學校問卷,SC189,,,,Do the following statements apply in your school?,,Science teachers in the school follow a standardised curriculum that specifies content at least on a monthly basis.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC190Q01JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,學校對校內數位裝置的一般使用訂有書面規範。,The school has a written statement about the general use of digital devices on the school premises.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=86.95 | No=13.05,Yes=87.4 | No=12.6,Table I.B1.4.47
SC190Q02JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,,The use of <cell phones> is not allowed on the school premises.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=43.32 | No=56.68,Yes=49.45 | No=50.55,Table I.B1.4.47
SC190Q05JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,學校對特定科目教與學使用數位裝置訂有正式指引。,The school has formal guidelines for the use of digital devices for teaching and learning in specific subjects.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=79.98 | No=20.02,Yes=71.19 | No=28.81,Table I.B1.4.47
SC190Q06JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,教師訂定學生上課期間何時可以使用數位裝置的規則。,Teachers establish rules for when students may use digital devices during lessons.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=96.9 | No=3.1,Yes=94.98 | No=5.02,Table I.B1.4.47
SC190Q07JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,,Teachers establish rules in collaboration with students about their use of <digital resources> at school or in class.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=86.38 | No=13.62,Yes=68.48 | No=31.52,Table I.B1.4.47
SC190Q08JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,學校有專門方案培養學生負責任的網路行為。,The school has a specific programme to prepare students for responsible internet behaviour.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=74.14 | No=25.86,Yes=62.48 | No=37.52,Table I.B1.4.47
SC190Q09JA,學校問卷,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,下列敘述是否適用於貴校？,Do the following statements apply to your school?,學校對在教與學中使用社群網站（例如〈Facebook〉）訂有特定政策。,The school has a specific policy about using social networks (e.g. <Facebook®>) in teaching and learning.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes=60.86 | No=39.14,Yes=53.48 | No=46.52,Table I.B1.4.47
